"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Orbit
AprizeSat 2 (LatinSat-D),AprizeSat 2,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Technology Development,0.0,694,850,0.019711902956785442,98.2,100.3,12.0,2004-06-29 00:00:00,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr,2004-025A,28366,LEO - Sun-Synchronous
AprizeSat 3 ,AprizeSat 3,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,0.0,559,662,0.013568699776050587,98.18,97.0,12.0,2009-07-29 00:00:00,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041F,35686,LEO - Sun-Synchronous
AprizeSat 4 ,AprizeSat 4,USA,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,0.0,604,674,0.009152719665271966,98.1,97.5,12.0,2009-07-29 00:00:00,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr,2009-041D,35684,LEO - Sun-Synchronous
AprizeSat 5,AprizeSat 5,USA,Canada,"Aprize Satellite, Argentina",Commercial,Communications,0.0,610,694,0.0109460516028147,98.2,97.8,12.0,2011-08-17 00:00:00,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2011-044E,37792,LEO - Sun-Synchronous
AprizeSat 7,AprizeSat 7,USA,Canada,"Aprize Satellite, Argentina",Commercial,Communications,0.0,594,653,0.007745831692267297,97.8,97.17,12.0,2013-11-21 00:00:00,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066A,39416,LEO - Sun-Synchronous
AprizeSat 8 (exactView-12),AprizeSat 8,NR,USA/Argentina,"Aprize Satellite, Argentina",Commercial,Communications/Maritime Tracking,0.0,594,669,0.009825756583256911,97.8,97.99,12.0,2013-11-21 00:00:00,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2013-066K,39425,LEO - Sun-Synchronous
AprizeSat 9 (exactView-11),AprizeSat 9,NR,Canada,exactEarth,Commercial,Communications/Maritime Tracking,0.0,613,715,0.013250194855806703,97.9,98.0,12.0,2014-06-19 00:00:00,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr,2014-033J,40018,LEO - Sun-Synchronous
Apstar 6C,Apstar 6C,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,134.0,35783,35790,8.980921955788204e-05,0.05,1436.1,,2018-05-03 00:00:00,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2018-041A,43450,GEO - Equatorial
Apstar 6D,Apstar 6D,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,134.0,35785,35885,0.0012813941568426447,0.01,1438.5,5550.0,2020-07-09 00:00:00,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2020-045A,45863,GEO - Equatorial
Apstar 7,Apstar 7,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,76.5,35864,35874,0.0001280278588620884,0.03,1440.31,5054.0,2012-03-31 00:00:00,15.0,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B,2012-013A,38107,GEO - Equatorial
Apstar 9,Apstar 9,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,142.0,35782,35788,7.698229407236336e-05,0.12,1436.01,5200.0,2015-10-16 00:00:00,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B,2015-059A,40982,GEO - Equatorial
Arabsat 5C,Arabsat 5C,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,19.99,35766,35805,0.0005003784914229994,0.06,1436.06,4630.0,2011-09-21 00:00:00,15.0,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2011-049B,37810,GEO - Equatorial
Arabsat 6A,Arabsat 6A,NR,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,30.5,35774,35811,0.00047463280097492143,0.01,1436.0,6465.0,2019-04-11 00:00:00,15.0,Lockheed Martin,USA,Cape Canaveral,Falcon Heavy,2019-021A,44186,GEO - Equatorial
ARCE 1A (Articulated Reconnaissance and Communications Expedition-1),ARCE 1A,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,0.0,526,535,0.0012111425111021397,97.5,95.2,1.0,2021-01-24 00:00:00,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006BZ,47484,LEO - Sun-Synchronous
ARCE 1B (Articulated Reconnaissance and Communications Expedition-1),ARCE 1B,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,0.0,522,536,0.001884760366182014,97.5,95.2,1.0,2021-01-24 00:00:00,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006EG,47615,LEO - Sun-Synchronous
ARCE 1C (Articulated Reconnaissance and Communications Expedition-1),ARCE 1C,USA,USA,"University of South Florida, Institute of Applied Engineering (IAE).",Civil,Technology Development,0.0,522,536,0.001884760366182014,97.5,95.2,1.0,2021-01-24 00:00:00,,"South Florida University, Institute of Applied Engineering (IAE)",USA,Cape Canaveral,Falcon 9/Sherpa FX,2021-006EH,47616,LEO - Sun-Synchronous
ARCSAT ,ARCSAT,NR (4/22),Norway,Norwegian Defence Research Establishment,Military,Technology Demonstration,0.0,499,510,0.0014907168993088494,97.4,95.0,10.0,2022-04-01 00:00:00,,Norwegian Defence Research Establishment,Norway,Cape Canaveral,Falcon 9,2022-033E,52161,LEO - Sun-Synchronous
ARICA,ARICA,NR (1/22),Japan,Aoyama Gakuin University in Tokyo,Civil,Technology Development,0.0,547,572,0.0033382294031245826,97.6,95.0,1.0,2021-11-08 00:00:00,,Aoyama Gakuin University in Tokyo,Japan,Uchinoura Space Center,H2A,2021-102J,49403,LEO - Sun-Synchronous
Arktika-M1,Arktika-M1,Russia,Russia,Naval Physical and Oceanographic Laboratory,Government,Earth Observation,0.0,1025,39754,0.8214172092727311,63.3,717.8,2200.0,2021-02-28 00:00:00,7.0,NPO Lavochkin,Russia,Baikonur Cosmodrome,Soyuz-2.1b,2021-016A,47719,HEO
Arkyd-6A,Arkyd-6A,USA,USA,Planetary Resources,Commercial,Technology Development,0.0,493,505,0.0016286644951140066,97.5,94.5,10.0,2018-01-11 00:00:00,,Planetary Resources,USA,Satish Dhawan Space Centre,PSLV,2018-004V,43130,LEO - Sun-Synchronous
ArSat 1,ArSat 1,Argentina,Argentina,ArSat,Commercial,Communications,-71.8,35778,35795,0.00021810810464057068,0.01,1436.07,3000.0,2014-10-16 00:00:00,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2014-062B,40272,GEO - Equatorial
ArSat 2,ArSat 2,Argentina,Argentina,ArSat,Commercial,Communications,-81.0,35786,35801,0.0001924137665636184,0.01,1436.06,2977.0,2015-09-30 00:00:00,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA,2015-054B,40941,GEO - Equatorial
Arthur,Arthur,NR (9/21),Belgium,Aerospacelab,Commercial,Earth Observation,0.0,512,535,0.0031009842254280705,97.5,95.1,20.0,2021-06-30 00:00:00,,Astrospacelab,Belgium,Cape Canaveral,Falcon 9,2021-059CC,48953,LEO - Sun-Synchronous
ASELSAT,ASELSAT,NR (5/21),Turkey,Istanbul Technical  University,Civil,Earth Observation,0.0,522,536,0.001884760366182014,97.5,95.2,5.0,2021-01-24 00:00:00,,Istanbul Technical University,Turkey,Cape Canaveral,Falcon 9,2021-006AE,47441,LEO - Sun-Synchronous
AsiaSat-5,AsiaSat-5,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,100.5,35778,35795,0.00021810810464057068,0,1436.11,3760.0,2009-08-11 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M,2009-042A,35696,GEO - Equatorial
AsiaSat-6 (Thaicom-7),AsiaSat-6,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,120.0,35783,35793,0.00012829394709157623,0.07,1436.17,3700.0,2014-09-07 00:00:00,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-052A,40141,GEO - Equatorial
AsiaSat-7,AsiaSat-7,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,105.5,35782,35793,0.00014112515235101673,0.02,1436.17,3813.0,2011-11-25 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M,2011-069A,37933,GEO - Equatorial
AsiaSat-8,AsiaSat-8,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,105.5,35781,35793,0.00015395668685209895,0.07,1436.1,4500.0,2014-08-05 00:00:00,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2014-046A,40107,GEO - Equatorial
AsiaSat-9,AsiaSat-9,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,122.0,35783,35790,8.980921955788204e-05,0.02,1436.1,6140.0,2017-09-28 00:00:00,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton,2017-057A,42942,GEO - Equatorial
AsiaStar ,AsiaStar,USA,USA,1Worldspace,Commercial,Communications,104.97,35773,35801,0.0003592322693215642,0.02,1436.15,2775.0,2000-03-21 00:00:00,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G,2000-016A,26107,GEO - Equatorial
ASNARO 1 (Advanced Satellite with New system Architecture for Observation),ASNARO-1,Japan,Japan,Japan Space Systems,Government,Earth Observation,0.0,506,507,0.00013544629554381688,97.48,94.75,500.0,2014-11-06 00:00:00,3.0,NEC Corporation,Japan,Dombarovsky Air Base,Dnepr,2014-070A,40298,LEO - Sun-Synchronous
ASNARO 2 (Advanced Satellite with New system Architecture for Observation),ASNARO-2,Japan,Japan,Japan Space Systems,Government,Earth Observation,0.0,493,505,0.0016286644951140066,97.3,94.5,570.0,2018-01-17 00:00:00,3.0,NEC Corporation,Japan,Uchinoura Space Center,Epsilon,2018-007A,43152,LEO - Sun-Synchronous
ASTERISC (Asutarisuku),ASTERISC,NR (1/22),Japan,Chiba Institute of Technology,Civil,Technology Development,0.0,556,573,0.0022669689291905585,97.6,94.5,4.0,2021-11-08 00:00:00,,Chiba Institute of Technology,Japan,Uchinoura Space Center,H2A,2021-102C,49397,LEO - Sun-Synchronous
Astra 1G ,Astra 1G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,19.24,35780,35791,0.00014113239501674344,0.04,1436.08,3379.0,1997-12-02 00:00:00,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1997-076A,25071,GEO - Equatorial
Astra 1KR,Astra 1KR,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,19.16,35766,35807,0.0005260254288390234,0.08,1436.1,4332.0,2006-04-20 00:00:00,15.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5,2006-012A,29055,GEO - Equatorial
Astra 1L,Astra 1L,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,19.3,35772,35798,0.00033358994098024123,0.05,1436.03,4500.0,2007-05-04 00:00:00,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA,2007-016A,31306,GEO - Equatorial
Astra 1M,Astra 1M,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,19.2,35804,35852,0.0006151795555327711,0.14,1438.2,5345.0,2008-11-05 00:00:00,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2008-057A,33436,GEO - Equatorial
Astra 1N,Astra 1N,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.2,35715,35780,0.0008347781416554292,0.12,1434.1,5350.0,2011-08-06 00:00:00,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2011-041A,37775,GEO - Equatorial
Astra 2A ,Astra 2A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.16,35776,35797,0.00026942765867364615,0.08,1436.12,3635.0,1998-08-30 00:00:00,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K,1998-050A,25462,GEO - Equatorial
Astra 2C ,Astra 2C,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.21,35768,35804,0.00046188191219111646,0.07,1436.12,3643.0,2001-06-16 00:00:00,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K,2001-025A,26853,GEO - Equatorial
Astra 2D,Astra 2D,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.14,35770,35802,0.00041056169972543687,0.07,1436.1,1420.0,2000-12-19 00:00:00,15.0,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 5G,2000-081A,26638,GEO - Equatorial
Astra 2E (Eutelsat 28E),Astra 2E,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.2,35781,35793,0.00015395668685209895,0.11,1436.12,6052.0,2013-09-29 00:00:00,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M,2013-056A,39285,GEO - Equatorial
Astra 2F (Eutelsat 28F),Astra 2F,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.2,35777,35795,0.00023094095609555823,0.06,1436.07,6000.0,2012-09-28 00:00:00,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA,2012-051A,38778,GEO - Equatorial
Astra 2G (Eutelsat 28G),Astra 2G,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,28.2,35785,35789,5.1318895617366314e-05,0.09,1436.11,6000.0,2014-12-27 00:00:00,15.0,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M,2014-089A,40364,GEO - Equatorial
Astra 3A ,Astra 3A,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,23.48,35770,35804,0.0004362106127476137,0.06,1436.07,1500.0,2002-03-29 00:00:00,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L,2002-015B,27400,GEO - Equatorial
Astra 3B,Astra 3B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,23.5,35768,35806,0.00048752950836498,0.08,1436.11,5471.0,2010-05-21 00:00:00,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-021A,36581,GEO - Equatorial
Astra 5B,Astra 5B,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,31.55,35787,35793,7.697241821680565e-05,0.05,1436.26,5724.0,2014-03-22 00:00:00,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA,2014-011B,39617,GEO - Equatorial
Astranis Demosat-2,Astranis Demosat-2,USA,USA,Astranis,Commercial,Technology Development,0.0,494,505,0.0014927398561541594,97.5,94.5,,2018-01-11 00:00:00,,Astranis,USA,Satish Dhawan Space Centre,PSLV,2018-004S,43127,LEO - Sun-Synchronous
Astrocast-0101,Astrocast-0101 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,521,534,0.001750841750841751,97.5,94.6,4.0,2021-01-24 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006T,47430,LEO - Sun-Synchronous
Astrocast-0102 ,Astrocast-0102 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,523,535,0.0016155088852988692,97.5,94.6,4.0,2021-01-24 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CD,47488,LEO - Sun-Synchronous
Astrocast-0103 ,Astrocast-0103 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,522,536,0.001884760366182014,97.5,94.6,4.0,2021-01-24 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006CC,47487,LEO - Sun-Synchronous
Astrocast-0104 ,Astrocast-0104 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,524,537,0.0017494280715919794,97.5,94.5,4.0,2021-01-24 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006DK,47519,LEO - Sun-Synchronous
Astrocast-0105 ,Astrocast-0105 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,526,535,0.0012111425111021397,97.5,94.5,4.0,2021-01-24 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9/Sherpa FX,2021-006DH,47517,LEO - Sun-Synchronous
Astrocast-0201 ,Astrocast-0201 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,512,535,0.0031009842254280705,97.5,95.1,4.0,2021-06-30 00:00:00,,Astrocast,Swizerland,Cape Canaveral,Falcon 9,2021-059CD,48954,LEO - Sun-Synchronous
Astrocast-0202   ,Astrocast-0202   ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,511,536,0.003370635027639207,97.5,95.0,4.0,2021-06-30 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CL,48961,LEO - Sun-Synchronous
Astrocast-0203,Astrocast-0203,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,511,536,0.003370635027639207,97.5,95.0,4.0,2021-06-30 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CE,48955,LEO - Sun-Synchronous
Astrocast-0204 ,Astrocast-0204 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,513,536,0.0031001482679606416,97.5,95.1,4.0,2021-06-30 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CB,48952,LEO - Sun-Synchronous
Astrocast-0205 ,Astrocast-0205 ,NR (1/22),Switzerland,Astrocast,Commercial,Communications,0.0,513,535,0.0029657589646805067,97.5,95.0,4.0,2021-06-30 00:00:00,,Astrocast,Switzerland,Cape Canaveral,Falcon 9,2021-059CK,48960,LEO - Sun-Synchronous
Astrosat,Astrosat,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,0.0,632,649,0.002221931773624363,5.99,97.54,230.0,2015-09-28 00:00:00,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30,2015-052A,40930,LEO - Equatorial
AT&T T16,AT&T T16,USA,USA,"DirecTV, Inc.",Commercial,Communications,-101.0,35653,36757,0.014013709063214013,0.02,1436.07,6350.0,2019-06-20 00:00:00,15.0,Airbus Defense and Space,France,Guiana Space Center,Ariane 5,2019-034A,44333,GEO - Equatorial
Athena,Athena,USA,USA,PointView Tech,Commercial,Communications,0.0,516,524,0.0010796221322537112,97.4,94.5,138.0,2020-09-02 00:00:00,,Maxar Technologies,USA,Guiana Space Center,Vega,2020-061D,46275,LEO - Sun-Synchronous
Athena-Fidus  (Access on THeatres for European Nations Allied forces - French Italian Dual Use Satellite),Athena-Fidus,France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,25.0,35784,35788,5.132021246567961e-05,0.05,1436.06,3080.0,2014-02-06 00:00:00,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA,2014-006B,39509,GEO - Equatorial
Athenoxat-1 (Athene Noctua Experimental Satellite) ,Athenoxat-1,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,0.0,532,550,0.0024154589371980675,14.98,95.46,6.0,2015-12-16 00:00:00,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29,2015-077C,41168,LEO - Equatorial
Azerspace 1/Africasat-1a,Azerspace 1/Africasat-1a,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,46.0,35778,35794,0.00020528084986271843,0.04,1436.08,3250.0,2013-02-07 00:00:00,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2013-006B,39079,GEO - Equatorial
Azerspace 2/Intelsat-38,Azerspace 2/Intelsat-38,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,45.0,35750,35750,0.0,0.02,1436.1,3500.0,2018-09-25 00:00:00,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2018-074A,43632,GEO - Equatorial
Badr 4 (Arabsat 4B),Badr 4,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,26.02,35780,35791,0.00014113239501674344,0.07,1436.06,3304.0,2006-11-08 00:00:00,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M,2006-051A,29526,GEO - Equatorial
Badr 5 (Arabsat 5B),Badr 5,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,26.0,35834,35883,0.000627505218538297,0.06,1439.76,5420.0,2010-06-03 00:00:00,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton,2010-025A,36592,GEO - Equatorial
Badr 5A (Arabsat 5A),Badr 5A,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,30.5,35605,35623,0.00023196474135931338,0.03,1427.27,4940.0,2010-06-26 00:00:00,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2010-032B,36745,GEO - Equatorial
Badr 6 (Arabsat 4AR),Badr 6,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,26.08,35768,35805,0.0004747058748059479,0.05,1436.1,3400.0,2008-07-07 00:00:00,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA,2008-034B,33154,GEO - Equatorial
Badr 7 (Arabsat 6B),Badr 7,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,26.0,35768,35817,0.0006285677634532744,0.1,1436.0,5500.0,2015-11-10 00:00:00,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5,2015-065B,41029,GEO - Equatorial
Bangabandhu 1 ,Bangabandhu 1,NR,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Government,Communications,119.1,35778,35793,0.00019245326593192287,0,1436.06,3500.0,2018-05-11 00:00:00,15.0,Thales Alenia Space,France/Belgium/Spain/Italy,Cape Canaveral,Falcon 9,2018-044A,43463,GEO - Equatorial
Baoyun,Baoyun,NR (1/22),China,Tianyi Research Institute,Civil,Unknown,0.0,472,502,0.004084967320261438,97.4,95.0,20.0,2021-12-06 00:00:00,,Unknown,China,Jiuquan Satellite Launch Center,Ceres 1,2021-117C,49814,LEO - Sun-Synchronous
BARS-M (Cosmos 2503),Cosmos 2503,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,570,586,0.002125963327132607,97.7,96.1,4000.0,2015-02-27 00:00:00,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1b,2015-009A,40420,LEO - Sun-Synchronous
BARS-M (Cosmos 2515),Cosmos 2515,Russia,Russia,Ministry of Defense,Military,Earth Observation,0.0,549,594,0.005989617995474511,97.62,96.1,4000.0,2016-03-24 00:00:00,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1a,2016-020A,41394,LEO - Sun-Synchronous
BARS-M3 (Cosmos 2556),Cosmos 2556,NR (9/22),Russia,Ministry of Defense,Military,Earth Observation,0.0,337,556,0.030152829409334985,97.7,94.6,3700.0,2022-05-19 00:00:00,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1a,2022-054A,52713,LEO - Sun-Synchronous
