NORAD Number,COSPAR Number,Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
52133,2022-029AX ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52111,2022-029Z ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52102,2022-029Q ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52131,2022-029AV ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52090,2022-029C ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52091,2022-029D ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52094,2022-029G ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52127,2022-029AR ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52092,2022-029E ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52096,2022-029J ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52132,2022-029AW ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52136,2022-029BA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52134,2022-029AY ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52089,2022-029B ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52138,2022-029BC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52305,2022-041AW ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52123,2022-029AM ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52122,2022-029AL ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52125,2022-029AP ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52361,2022-045AG ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52135,2022-029AZ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52139,2022-029BD ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52126,2022-029AQ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52137,2022-029BB ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52112,2022-029AA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52116,2022-029AE ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52113,2022-029AB ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52114,2022-029AC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52117,2022-029AF ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52266,2022-041F ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52265,2022-041E ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52619,2022-052X,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52303,2022-041AU ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52118,2022-029AG ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52304,2022-041AV ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52308,2022-041AZ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52268,2022-041H ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52306,2022-041AX ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52267,2022-041G ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52313,2022-041BE ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52311,2022-041BC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52289,2022-041AE ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52312,2022-041BD ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52292,2022-041AH ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52350,2022-045V ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52307,2022-041AY ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52309,2022-041BA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52539,2022-051G,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52297,2022-041AN ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52299,2022-041AQ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52298,2022-041AP ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52262,2022-041B ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52374,2022-045AV ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52556,2022-051Z,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52280,2022-041V ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52295,2022-041AL ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52296,2022-041AM ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52376,2022-045AX ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52301,2022-041AS ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52300,2022-041AR ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52554,2022-051X,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52293,2022-041AJ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52290,2022-041AF ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52291,2022-041AG ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52680,2022-053AA,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52285,2022-041AA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52288,2022-041AD ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52294,2022-041AK ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52276,2022-041R ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52281,2022-041W ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52278,2022-041T ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52272,2022-041M ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52273,2022-041N ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52282,2022-041X ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52275,2022-041Q ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52375,2022-045AW ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52263,2022-041C ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52277,2022-041S ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52271,2022-041L ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52283,2022-041Y ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52274,2022-041P ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52269,2022-041J ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52339,2022-045J ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52380,2022-045BB ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52631,2022-052AK,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52264,2022-041D ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52372,2022-045AT ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52337,2022-045G ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52371,2022-045AS ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52382,2022-045BD ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52379,2022-045BA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52356,2022-045AB ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52286,2022-041AB ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52381,2022-045BC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52270,2022-041K ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52377,2022-045AY ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52378,2022-045AZ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52353,2022-045Y ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52366,2022-045AM ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52851,2022-062X,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52261,2022-041A ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52383,2022-045BE ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52346,2022-045R ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52482,2022-049AH,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52335,2022-045E ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52338,2022-045H ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52367,2022-045AN ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52340,2022-045K ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52349,2022-045U ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52364,2022-045AK ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52357,2022-045AC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52287,2022-041AC ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52336,2022-045F ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52360,2022-045AF ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52478,2022-049AD,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52347,2022-045S ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52370,2022-045AR ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52469,2022-049U,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52348,2022-045T ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52363,2022-045AJ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52332,2022-045B ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52646,2022-052BA,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52578,2022-051AU,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52368,2022-045AP ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52476,2022-049AB,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52577,2022-051AT,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52358,2022-045AD ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52352,2022-045X ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52480,2022-049AF,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52466,2022-049R,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52369,2022-045AQ ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52481,2022-049AG,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52341,2022-045L ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52705,2022-053BB,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52541,2022-051J,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52647,2022-052BB,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52333,2022-045C ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52362,2022-045AH ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52343,2022-045N ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52342,2022-045M ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52344,2022-045P ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52345,2022-045Q ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52359,2022-045AE ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52648,2022-052BC,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52474,2022-049Z,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52459,-=022-049J,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52494,2022-049AV,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52553,2022-051W,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52470,2022-049V,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52477,2022-049AC,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52503,2022-049BE,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52471,2022-049W,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52465,2022-049Q,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52468,2022-049T,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52460,2022-049K,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52500,2022-049BB,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52587,2022-051BD,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52649,2022-052BD,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52547,2022-051Q,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52451,2022-049A,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52496,2022-049AX,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52453,2022-049C,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52467,2022-049S,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52365,2022-045AL ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52483,2022-049AJ,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52354,2022-045Z ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52355,2022-045AA ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52479,2022-049AE,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52473,2022-049Y,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52334,2022-045D ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52472,2022-049X,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52475,2022-049AA,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52493,2022-049AU,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52497,2022-049AY,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52463,2022-049N,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52582,2022-051AY,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52484,2022-049AK,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52454,2022-049D,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52331,2022-045A ,LEO - Non-Polar Inclined,0.0,348,351,0.0004243881737162258,53.2,91.5,260.0,4.0
52455,2022-049E,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52650,2022-052BE,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52488,2022-049AP,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52579,2022-051AV,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52499,2022-049BA,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52583,2022-051AZ,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52456,2022-049F,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52537,2022-051E,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52458,2022-049H,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52457,2022-049G,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52461,2022-049L,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52574,2022-051AQ,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52487,2022-049AN,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52462,2022-049M,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52464,2022-049P,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52495,2022-049AW,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52585,2022-051BB,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52501,2022-049BC,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52491,2022-049AS,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52452,2022-049B,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52586,2022-051BC,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52565,2022-051AJ,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52502,2022-049BD,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52485,2022-049AL,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52490,2022-049AR,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52581,2022-051AX,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52492,2022-049AT,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52588,2022-051BE,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52486,2022-049AM,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52580,2022-051AW,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52575,2022-051AR,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52613,2022-052R,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52584,2022-051BA,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52489,2022-049AQ,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52570,2022-051AP,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52498,2022-049AZ,LEO - Non-Polar Inclined,0.0,539,541,0.00026845637583892615,53.2,95.4,260.0,4.0
52543,2022-051L,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52569,2022-051AN,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52606,2022-052J,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52567,2022-051AL,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52568,2022-051AM,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52548,2022-051R,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52576,2022-051AS,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52538,2022-051F,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52675,2022-053V,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52549,2022-051S,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52674,2022-053U,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52542,2022-051K,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52566,2022-051AK,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52545,2022-051N,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52540,2022-051H,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52638,2022-052AS,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52563,2022-051AG,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52557,2022-051AA,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
52544,2022-051M,LEO - Non-Polar Inclined,0.0,538,541,0.0004027386226339106,53.2,95.4,260.0,4.0
