NORAD Number,COSPAR Number,Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
35491,2009-033A,GEO - Equatorial,-104.41,35170,35170,0.0,0,1436.0,3200.0,10.0
36411,2010-008A,GEO - Equatorial,-135.0,35786,35788,2.5659447808683157e-05,0.42,1436.14,3175.0,10.0
41866,2016-071A,GEO - Equatorial,-75.2,35790,35795,6.413956769931371e-05,0,1436.1,5192.0,20.0
43226,2018-022A,GEO - Equatorial,-137.0,35778,35795,0.00021810810464057068,0,1436.09,5211.0,15.0
51850,2022-021A,GEO - Equatorial,-136.8,35781,35804,0.00029504201141684303,0.1,1436.1,5209.0,15.0
41875,2016-073A,LEO - Sun-Synchronous,0.0,683,683,0.0,98.1,98.42,1060.0,7.0
39030,2012-073A,LEO - Sun-Synchronous,0.0,669,690,0.0027170397205330574,98.16,98.35,409.0,5.0
49816,2021-117E,LEO - Sun-Synchronous,0.0,479,501,0.002993197278911565,97.4,94.5,10.0,
49815,2021-117D,LEO - Sun-Synchronous,0.0,473,503,0.004083855159270351,97.4,94.5,10.0,
43197,2018-015F,LEO - Sun-Synchronous,0.0,483,506,0.0031254246500883273,97.3,94.5,8.0,
43196,2018-015E,LEO - Sun-Synchronous,0.0,486,508,0.0029875067897881585,97.3,94.5,8.0,
40552,2015-020A,LEO - Polar,0.0,1497,1508,0.0011733333333333333,82.4,116.0,280.0,7.0
40553,2015-020B,LEO - Polar,0.0,1494,1506,0.0012806830309498398,82.4,116.0,280.0,7.0
40554,2015-020C,LEO - Polar,0.0,1171,1504,0.03681592039800995,82.4,116.0,280.0,7.0
39249,2013-048A,LEO - Polar,0.0,1482,1507,0.002671225558286142,82.49,115.86,270.0,7.0
39250,2013-048B,LEO - Polar,0.0,1493,1508,0.0016006829580621064,82.49,116.0,270.0,7.0
39251,2013-048C,LEO - Polar,0.0,1494,1509,0.0016003414061666488,92.49,116.02,270.0,7.0
40061,2014-036A,LEO - Polar,0.0,1479,1510,0.003312319692274816,82.52,115.87,280.0,7.0
40062,2014-036B,LEO - Polar,0.0,1480,1512,0.0034180730613116855,82.51,115.89,280.0,7.0
40063,2014-036C,LEO - Polar,0.0,1478,1509,0.0033130276798119056,82.51,115.84,280.0,7.0
44905,2019-096A,LEO - Polar,0.0,1498,1505,0.0007468259895444362,82.51,116.01,280.0,7.0
44906,2019-096B,LEO - Polar,0.0,1499,1507,0.0008532423208191126,82.51,116.01,280.0,7.0
44907,2019-096C,LEO - Polar,0.0,1500,1507,0.0007465074117521596,82.5,116.01,280.0,7.0
46486,2020-068A,LEO - Polar,0.0,1486,1506,0.0021362956633198035,82.5,116.01,280.0,7.0
46487,2020-068B,LEO - Polar,0.0,1486,1505,0.002029697681871595,82.5,116.01,280.0,7.0
46488,2020-068C,LEO - Polar,0.0,1484,1504,0.0021372088053002777,82.5,116.01,280.0,7.0
47227,2020-091A,LEO - Polar,0.0,1487,1506,0.002029264124746342,82.5,115.9,280.0,7.0
47228,2020-091B,LEO - Polar,0.0,1486,1506,0.0021362956633198035,82.5,115.9,280.0,7.0
47229,2020-091C,LEO - Polar,0.0,1484,1506,0.0023504273504273503,82.5,115.9,280.0,7.0
43672,2018-084B,LEO - Sun-Synchronous,0.0,585,599,0.0018533227429176596,97.85,96.5,1800.0,5.0
50999,2022-002R,LEO - Sun-Synchronous,0.0,525,535,0.0013458950201884253,97.5,94.6,1.0,
43178,2018-013A,GEO - Equatorial,21.5,35766,35807,0.0005260254288390234,0,1436.1,4230.0,15.0
39574,2014-009C,LEO - Non-Polar Inclined,0.0,392,409,0.0023706596011713846,65.02,92.57,3850.0,
43476,2018-047A,LEO - Polar,0.0,485,504,0.0025818725370294875,88.9,94.5,600.0,5.0
43477,2018-047B,LEO - Polar,0.0,484,504,0.002718129926610492,88.9,94.5,600.0,5.0
33492,2009-002A,LEO - Sun-Synchronous,0.0,668,670,0.0002594706798131811,98.1,98.1,1750.0,5.0
43890,2018-111Q,LEO - Sun-Synchronous,0.0,570,582,0.0015953203935123637,97.7,96.2,100.0,5.0
47934,2021-022C,LEO - Sun-Synchronous,0.0,579,604,0.0033099430689792135,97.7,96.5,100.0,5.0
47933,2021-022B,LEO - Sun-Synchronous,0.0,579,604,0.0033099430689792135,97.7,96.5,100.0,5.0
47936,2021-022E,LEO - Sun-Synchronous,0.0,579,604,0.0033099430689792135,97.7,96.5,100.0,5.0
47935,2021-022D,LEO - Sun-Synchronous,0.0,578,604,0.0034427966101694915,97.7,96.5,100.0,5.0
38779,2012-051B,GEO - Equatorial,83.0,35777,35795,0.00023094095609555823,0.06,1436.07,3400.0,15.0
43824,2018-100B,GEO - Equatorial,74.0,35775,35798,0.00029508743569018383,0.12,1436.09,5854.0,15.0
37746,2011-034A,GEO - Equatorial,82.94,35761,35811,0.0006415026558209951,0.09,1436.1,1410.0,8.0
39498,2014-001A,GEO - Equatorial,74.0,35763,35810,0.0006030047598886366,0.23,1436.1,1982.0,12.0
41028,2015-065A,GEO - Equatorial,93.5,35782,35805,0.0002950344420642149,0.1,1436.1,3164.0,12.0
40332,2014-078A,GEO - Equatorial,55.0,35776,35798,0.0002822539258955147,0.18,1436.1,3181.0,15.0
42815,2017-040B,GEO - Equatorial,93.5,35757,35817,0.0007697834342604948,0,1436.1,3477.0,15.0
41793,2016-060A,GEO - Equatorial,74.0,35775,35812,0.00047462062419025876,0,1436.1,3404.0,15.0
42747,2017-031A,GEO - Equatorial,82.5,35777,35795,0.00023094095609555823,0,1436.1,3136.0,10.0
52903,2022-067A,GEO - Equatorial,0.0,35753,35830,0.0009877746847459367,0,1436.1,4181.0,15.0
43698,2018-089A,GEO - Equatorial,55.0,37782,37807,0.00030503056406251905,0.1,1436.1,3400.0,10.0
45026,2020-005A,GEO - Equatorial,83.0,35794,35844,0.0006409599015485591,0.12,1437.7,3357.0,15.0
44035,2019-007B,GEO - Equatorial,48.0,35774,35799,0.00032074721270672156,0.1,1436.1,2536.0,15.0
40880,2015-041A,GEO - Equatorial,83.0,35775,35775,0.0,0,1436.1,2110.0,12.0
39234,2013-044B,GEO - Equatorial,74.0,35757,35814,0.0007313224105413069,0.19,1436.0,2650.0,7.0
43864,2018-105A,GEO - Equatorial,62.7,35777,35796,0.0002437678816571084,0.01,1436.11,2250.0,8.0
37605,2011-022A,GEO - Equatorial,55.0,35782,35796,0.00017960691743213424,0.09,1436.23,3093.0,12.0
40100,2014-043B,GEO - Equatorial,144.14,35826,35832,7.689547341979802e-05,0.02,1438.3,500.0,
41744,2016-052A,GEO - Equatorial,-111.17,35749,35820,0.0009109688346014191,0.03,1436.02,500.0,
41745,2016-052B,GEO - Equatorial,-126.25,35769,35899,0.0016658550962351676,0.01,1438.54,500.0,
51280,2022-006A,GEO - Equatorial,-95.0,35781,35787,7.69842695475891e-05,0.11,1438.0,500.0,
51281,2022-006B,GEO - Equatorial,-95.0,35703,35754,0.000655299574697727,0.11,1438.0,500.0,
47969,2021-023E,LEO - Non-Polar Inclined,0.0,547,558,0.001471571906354515,45,95.7,5.0,
49014,2021-013D,LEO - Non-Polar Inclined,0.0,487,503,0.002173913043478261,51.6,95.7,5.0,
48878,2021-058H,LEO - Non-Polar Inclined,0.0,494,521,0.0036560595802301965,69.6,96.0,4.0,
51825,2022-019B,LEO - Sun-Synchronous,0.0,527,551,0.00322234156820623,97.5,96.0,55.0,
51826,2022-019C,LEO - Sun-Synchronous,0.0,527,550,0.003088492010205452,97.5,96.0,65.0,
48842,2021-050C,LEO - Sun-Synchronous,0.0,487,502,0.0020383204239706482,97.5,95.2,,
43609,2018-068A,LEO - Sun-Synchronous,0.0,769,786,0.002145110410094637,98.6,100.4,442.0,
45721,2020-036A,LEO - Sun-Synchronous,0.0,770,785,0.0018927444794952682,98.4,100.4,442.0,
37781,2011-043A,LEO - Sun-Synchronous,0.0,965,967,0.0002409058058299205,99.4,104.4,1500.0,3.0
43655,2018-081A,LEO - Sun-Synchronous,0.0,949,957,0.0009666505558240696,99.3,104.1,1500.0,3.0
46469,2020-066A,LEO - Non-Polar Inclined,0.0,930,949,0.0023033094920596434,66,104.0,1500.0,
48261,2021-043A,LEO - Non-Polar Inclined,0.0,927,951,0.002909796314258002,66,104.0,1500.0,
48877,2021-056G,LEO - Non-Polar Inclined,0.0,494,521,0.0036560595802301965,60.7,94.5,4.0,
48251,2021-033D,LEO - Sun-Synchronous,0.0,495,508,0.0017631900176319003,97.4,94.7,37.0,
44229,2019-026E,LEO - Non-Polar Inclined,0.0,498,510,0.001626457034426674,40.02,94.7,150.0,
47505,2021-006CW,LEO - Sun-Synchronous,0.0,526,535,0.0012111425111021397,97.5,95.2,15.0,
47508,2021-006CZ,LEO - Sun-Synchronous,0.0,526,535,0.0012111425111021397,97.5,95.2,15.0,
47502,2021-006CT,LEO - Sun-Synchronous,0.0,525,535,0.0013458950201884253,97.5,95.2,15.0,
48957,2021-059CG,LEO - Sun-Synchronous,0.0,513,534,0.0028313334232169343,97.5,95.2,15.0,
48931,2021-059BE,LEO - Sun-Synchronous,0.0,512,535,0.0031009842254280705,97.5,95.2,15.0,
48948,2021-059BX,LEO - Sun-Synchronous,0.0,512,535,0.0031009842254280705,97.5,95.2,15.0,
52167,2022-033L,LEO - Sun-Synchronous,0.0,497,509,0.0016268980477223427,97.4,95.0,15.0,
52165,2022-033J,LEO - Sun-Synchronous,0.0,497,509,0.0016268980477223427,97.4,95.0,15.0,
52170,2022-033P,LEO - Sun-Synchronous,0.0,494,509,0.0020344500203445,97.4,95.0,15.0,
43765,2018-099H,LEO - Sun-Synchronous,0.0,577,590,0.0017248242006103224,97.7,96.3,15.0,
43794,2018-099AN,LEO - Sun-Synchronous,0.0,577,590,0.0017248242006103224,97.7,96.3,15.0,
43799,2018-099AT,LEO - Sun-Synchronous,0.0,574,592,0.0023885350318471337,97.7,96.3,15.0,
43011,2017-072B,LEO - Sun-Synchronous,0.0,796,809,0.0016300940438871473,98.6,100.9,45.0,3.0
44838,2019-087A,LEO - Sun-Synchronous,0.0,495,511,0.0021691973969631237,97.3,94.6,45.0,
44839,2019-087B,LEO - Sun-Synchronous,0.0,495,511,0.0021691973969631237,97.3,94.6,45.0,
49319,2021-091E,LEO - Sun-Synchronous,0.0,503,522,0.0025693035835023664,97.3,94.6,45.0,
49322,2021-091H,LEO - Sun-Synchronous,0.0,502,522,0.002704895861509332,97.3,94.6,45.0,
45624,2020-034A,LEO - Sun-Synchronous,0.0,487,502,0.0020383204239706482,97.3,94.5,45.0,
45796,2020-039C,LEO - Sun-Synchronous,0.0,485,502,0.002310724480086992,97.3,94.5,45.0,
28492,2004-049A,LEO - Sun-Synchronous,0.0,681,683,0.0002585983966899405,98.1,98.0,4200.0,5.0
36124,2009-073A,LEO - Sun-Synchronous,0.0,679,682,0.00038804811796662784,98.1,98.37,4200.0,5.0
27811,2003-020A,GEO - Equatorial,39.06,35769,35803,0.00043622180595827666,0.01,1436.08,3300.0,15.0
42814,2017-040A,GEO - Equatorial,39.0,35685,35788,0.0013231761365826086,0,1436.1,5780.0,15.0
44034,2019-007A,GEO - Equatorial,39.0,35785,35785,0.0,0.01,1436.1,6495.0,15.0
27370,2002-004A,LEO - Non-Polar Inclined,0.0,535,551,0.002145922746781116,38,95.5,293.0,3.0
49400,2021-102F,LEO - Sun-Synchronous,0.0,548,572,0.0032042723631508676,97.6,96.0,55.0,
43744,2018-096AB,LEO,0.0,476,500,0.003267084127416281,97.5,95.0,4.0,
43774,2018-099S,LEO,0.0,575,591,0.0021231422505307855,97.7,96.3,7.0,
47942,2021-022L,LEO - Sun-Synchronous,0.0,534,559,0.003349859305909152,97.5,95.5,4.0,
47541,2021-006EB,LEO - Sun-Synchronous,0.0,523,535,0.0016155088852988692,97.5,95.2,3.0,
40267,2014-060A,GEO - Equatorial,140.0,35774,35797,0.00029509500776228175,0.08,1436.06,3500.0,8.0
41836,2016-064A,GEO - Equatorial,140.0,35788,35799,0.00014110342881332017,0,1436.1,3500.0,8.0
29479,2006-041A,LEO - Sun-Synchronous,0.0,670,696,0.003360910031023785,98.1,98.4,700.0,3.0
39253,2013-049A,HEO,0.0,952,1155,0.023947151114781174,31,106.27,348.0,1.0
47297,2020-102B,LEO - Sun-Synchronous,0.0,502,511,0.001219016659894352,97.4,94.8,180.0,
27528,2002-044A,GEO - Equatorial,-29.95,35764,35809,0.0005773449828720988,0.02,1436.11,3288.0,15.0
37264,2010-070A,GEO - Equatorial,-30.0,35782,35786,5.1322846365059405e-05,0.07,1435.95,5320.0,15.0
43228,2018-023A,GEO - Equatorial,-30.0,35786,35788,2.5659447808683157e-05,0,1436.11,6100.0,15.0
41942,2017-006A,GEO - Equatorial,-36.9,35783,35791,0.00010263779123473263,0,1436.1,3220.0,15.0
33320,2008-041A,LEO - Sun-Synchronous,0.0,628,665,0.004828396189481926,97.8,97.7,470.0,3.0
33321,2008-041B,LEO - Sun-Synchronous,0.0,621,673,0.006784968684759917,97.8,97.7,470.0,3.0
38997,2012-064A,LEO - Sun-Synchronous,0.0,420,438,0.0024903154399557276,97.33,94.53,890.0,3.0
46478,2020-067A,LEO - Sun-Synchronous,0.0,602,653,0.006688524590163935,97.9,95.0,,
46479,2020-067B,LEO - Sun-Synchronous,0.0,598,654,0.007347152978220939,97.9,95.0,,
40015,2014-033F,LEO - Sun-Synchronous,0.0,613,666,0.00692901032814747,97.98,97.51,60.0,
40011,2014-033B,LEO - Sun-Synchronous,0.0,613,650,0.004847373247740076,97.99,97.35,60.0,
43914,2018-112F,LEO - Non-Polar Inclined,0.0,1090,1098,0.0009347978499649451,50,107.1,,
43871,2018-108A,LEO - Sun-Synchronous,0.0,1061,1077,0.0018805829807240243,99.92,106.59,,
32388,2007-063B,GEO - Equatorial,85.0,35777,35796,0.0002437678816571084,0,1436.1,2300.0,15.0
43633,2018-074B,GEO - Equatorial,169.0,35789,35798,0.00011544825993817104,0,1436.1,6500.0,15.0
38340,2012-025D,LEO - Sun-Synchronous,0.0,650,669,0.0024710625568994666,98.2,97.9,7.1,1.0
43720,2018-096B,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.4,95.0,4.0,
44705,2019-072C,LEO - Sun-Synchronous,0.0,485,504,0.0025818725370294875,97.5,94.5,50.0,
54035,2022-132A,LEO - Sun-Synchronous,0.0,496,762,0.03487152595700052,97.6,94.5,1000.0,
20580,1990-037B,LEO - Non-Polar Inclined,0.0,555,559,0.0005344735435595938,28.5,95.8,11110.0,10.0
43156,2018-008B,LEO - Sun-Synchronous,0.0,529,547,0.0024174053182917004,97.5,95.4,2.5,
42758,2017-034A,LEO - Non-Polar Inclined,0.0,536,545,0.00120789155818011,43.02,95.4,2500.0,4.0
37237,2010-065A,GEO - Equatorial,-33.5,35770,35803,0.0004233863207728725,0.01,1436.07,2242.0,15.0
38741,2012-043B,GEO - Equatorial,33.5,35775,35799,0.0003079133737041979,0.06,1436.14,3311.0,15.0
43272,2018-033B,GEO - Equatorial,21.27,35778,35795,0.00021810810464057068,0,1436.1,4050.0,15.0
43719,2018-096A,LEO - Sun-Synchronous,0.0,647,648,0.0001304631441617743,98,95.0,380.0,5.0
43613,2018-070A,LEO - Polar,0.0,455,468,0.0017825311942959,93.02,93.8,1515.0,3.0
43115,2018-004D,LEO - Sun-Synchronous,0.0,494,506,0.0016282225237449117,97.5,95.2,80.0,
47507,2021-006CY,LEO - Sun-Synchronous,0.0,517,534,0.0022907963886268697,97.5,95.2,80.0,
48918,2021-059AR,LEO - Sun-Synchronous,0.0,523,536,0.0017498990442859066,97.5,95.2,80.0,
48914,2021-059AM,LEO - Sun-Synchronous,0.0,523,536,0.0017498990442859066,97.5,95.2,80.0,
48916,2021-059AP,LEO - Sun-Synchronous,0.0,523,536,0.0017498990442859066,97.5,95.2,80.0,
51070,2022-002CQ,LEO - Sun-Synchronous,0.0,520,535,0.00202020202020202,97.5,95.2,80.0,
48917,2021-059AQ,LEO - Sun-Synchronous,0.0,523,536,0.0017498990442859066,97.5,95.2,80.0,
51008,2022-002AA,LEO - Sun-Synchronous,0.0,521,535,0.0018852679773767843,97.5,95.2,80.0,
52762,2022-057AG,LEO - Sun-Synchronous,0.0,523,535,0.0016155088852988692,97.5,95.2,80.0,
52749,2022-057T,LEO - Sun-Synchronous,0.0,520,535,0.00202020202020202,97.5,95.2,80.0,
52758,2022-057AC,LEO - Sun-Synchronous,0.0,523,535,0.0016155088852988692,97.5,95.2,80.0,
43800,2018-099AU,LEO - Sun-Synchronous,0.0,570,587,0.002258535937292414,97.7,96.3,80.0,
52759,2022-057AD,LEO - Sun-Synchronous,0.0,522,535,0.0017503702706341726,97.5,95.2,80.0,
52755,2022-057Z,LEO - Sun-Synchronous,0.0,522,535,0.0017503702706341726,97.5,95.2,80.0,
44390,2019-038D,LEO - Sun-Synchronous,0.0,564,594,0.003985122210414453,97.7,96.2,80.0,
44389,2019-038C,LEO - Sun-Synchronous,0.0,564,590,0.0034556087187666137,97.7,96.2,80.0,
46497,2020-068M,LEO - Sun-Synchronous,0.0,549,568,0.0025377320689194604,97.7,95.8,80.0,
46496,2020-068L,LEO - Sun-Synchronous,0.0,549,567,0.0024044883783061713,97.7,95.8,80.0,
47510,2021-006DB,LEO - Sun-Synchronous,0.0,515,534,0.002560992047445747,97.5,95.1,80.0,
47506,2021-006CX,LEO - Sun-Synchronous,0.0,523,536,0.0017498990442859066,97.5,95.2,80.0,
44628,2019-068A,LEO - Non-Polar Inclined,0.0,579,601,0.002913907284768212,27,96.5,288.0,
40538,2015-015A,LEO - Sun-Synchronous,0.0,511,515,0.0005408328826392645,97.5,95.2,1600.0,5.0
43223,2018-021A,LEO - Sun-Synchronous,0.0,485,499,0.0019037258634756595,97.2,94.5,1600.0,5.0
45165,2020-009A,LEO - Sun-Synchronous,0.0,487,493,0.0008163265306122449,97.4,94.4,1600.0,5.0
42072,2017-015A,LEO - Sun-Synchronous,0.0,485,499,0.0019037258634756595,97.2,94.5,1600.0,5.0
43495,2018-052A,LEO - Sun-Synchronous,0.0,500,500,0.0,97.3,94.6,1600.0,5.0
36104,2009-066A,LEO - Sun-Synchronous,0.0,484,492,0.0010890280424720937,97.31,94.37,1600.0,5.0
37813,2011-050A,LEO - Sun-Synchronous,0.0,588,591,0.00039740362961981717,97.69,96.47,1600.0,5.0
37954,2011-075A,LEO - Sun-Synchronous,0.0,512,514,0.00027041644131963225,97.46,94.89,1600.0,5.0
39061,2013-002A,LEO - Sun-Synchronous,0.0,509,514,0.0006763154335181928,97.5,94.85,1600.0,5.0
39062,2013-002B,LEO - Sun-Synchronous,0.0,512,523,0.001485482781904119,97.5,94.85,1600.0,5.0
40381,2015-004A,LEO - Sun-Synchronous,0.0,510,510,0.0,97.5,94.85,1600.0,5.0
29249,2006-027A,HEO - Molniya,0.0,1111,37564,0.8092574092574093,63,684.0,4000.0,
32706,2008-010A,HEO - Molniya,0.0,1112,37580,0.8092849851315964,63.56,684.0,4200.0,
40344,2014-081A,HEO - Molniya,0.0,2103,37746,0.7711763560440511,62.85,707.55,4200.0,
42941,2017-056A,HEO - Molniya,0.0,1738,38111,0.7869707263246717,63.8,707.7,8000.0,
24674,1996-070A,GEO - Equatorial,178.2,35761,35810,0.000628680668710948,0.09,1436.07,2074.0,13.0
25153,1998-006B,GEO - Equatorial,25.07,35769,35803,0.00043622180595827666,0.04,1436.07,2000.0,13.0
28628,2005-009A,GEO - Equatorial,63.96,35772,35799,0.0003464158786774612,2.3,1436.08,5959.0,15.0
28899,2005-044A,GEO - Equatorial,-52.76,35773,35800,0.0003464069897232593,2.33,1436.11,5458.0,15.0
33278,2008-039A,GEO - Equatorial,-97.65,35775,35798,0.00029508743569018383,3.01,1436.1,5960.0,15.0
39215,2013-038A,GEO - Equatorial,25.0,35786,35787,1.2829888508268864e-05,0.02,1436.09,6650.0,15.0
39476,2013-073A,GEO - Equatorial,60.3,35784,35790,7.697834342604947e-05,0.06,1436.13,6070.0,15.0
40384,2015-005A,GEO - Equatorial,-55.0,35784,35789,6.414944254134432e-05,0.03,1436.0,6105.0,15.0
40882,2015-042A,GEO - Equatorial,180.0,35780,35780,0.0,0,1436.1,6100.0,15.0
42698,2017-025A,GEO - Equatorial,83.5,35782,35789,8.9811524101564e-05,0,1436.08,6086.0,15.0
44801,2019-080B,GEO - Equatorial,11.0,35672,35686,0.00018011527377521613,0.08,1430.0,4007.0,15.0
50319,2021-128A,GEO - Equatorial,60.0,35785,35786,1.2830217728794857e-05,0,1436.1,5470.0,15.0
43738,2018-096V,LEO - Sun-Synchronous,0.0,476,500,0.003267084127416281,97.5,95.0,4.0,
41949,2017-008B,LEO - Sun-Synchronous,0.0,496,508,0.0016273393002441008,97.5,94.6,8.4,
41954,2017-008G,LEO - Sun-Synchronous,0.0,496,508,0.0016273393002441008,97.5,94.6,8.0,
43116,2018-004F,LEO - Sun-Synchronous,0.0,495,508,0.0017631900176319003,97.5,94.6,5.0,0.5
51658,2022-013C,LEO - Sun-Synchronous,0.0,520,533,0.0017513134851138354,97.5,94.6,17.5,
39216,2013-038B,GEO - Equatorial,82.0,35782,35791,0.00011546899657441977,0.24,1436.09,2090.0,
41752,2016-054A,GEO - Equatorial,74.0,35722,35851,0.0016550556175666834,0.03,1436.1,2200.0,10.0
51658,2022-013B,LEO - Sun-Synchronous,0.0,520,533,0.0017513134851138354,97.6,95.4,8.0,
27540,2002-048A,HEO - Deep Highly Eccentric,0.0,6292,156833,0.888173692439305,53.95,4032.86,4000.0,2.0
26766,2001-019A,GEO - Equatorial,68.52,35776,35796,0.00025660106232839805,0.04,1436.08,3739.0,15.0
28358,2004-022A,GEO - Equatorial,-10.0,35783,35789,7.698031869851941e-05,0.02,1436.08,5576.0,13.0
32253,2007-044B,GEO - Equatorial,-43.06,35778,35795,0.00021810810464057068,0.03,1436.1,2491.0,15.0
26590,2000-068A,GEO - Equatorial,45.04,35776,35796,0.00025660106232839805,0,1436.09,4167.0,18.0
36097,2009-064A,GEO - Equatorial,-45.0,35771,35800,0.00037207631413505086,0.02,1436.05,5613.0,16.0
36106,2009-067A,GEO - Equatorial,85.0,35776,35798,0.0002822539258955147,0.05,1436.12,2550.0,17.0
36397,2010-006A,GEO - Equatorial,-58.12,35783,35791,0.00010263779123473263,0.07,1436.19,2450.0,15.0
37238,2010-065B,GEO - Equatorial,66.0,35770,35804,0.0004362106127476137,0.03,1436.12,5540.0,16.0
37834,2011-056A,GEO - Equatorial,180.0,35775,35797,0.00028226116856123784,0.01,1436.09,3200.0,15.0
38356,2012-030A,GEO - Equatorial,166.0,35768,35801,0.0004234080498851666,0.13,1436.01,5600.0,15.0
26608,2000-072A,GEO - Equatorial,-44.96,35785,35788,3.848966552480659e-05,0.06,1436.11,4793.0,15.0
38740,2012-043A,GEO - Equatorial,68.5,35780,35790,0.00012830382345393893,0.02,1436.03,6094.0,18.0
38749,2012-045A,GEO - Equatorial,-58.0,35774,35811,0.00047463280097492143,0.06,1436.39,5984.0,15.0
38098,2012-011A,GEO - Equatorial,72.0,35781,35792,0.00014112877359095748,0.03,1436.11,6199.0,18.0
38867,2012-057A,GEO - Equatorial,-53.0,35781,35797,0.00020526504849386772,0.03,1436.21,3200.0,18.0
33153,2008-034A,GEO - Equatorial,-31.5,35778,35793,0.00019245326593192287,0.02,1436.1,4100.0,16.0
40271,2014-062A,GEO - Equatorial,-95.0,35776,35793,0.0002181192984256919,0.03,1435.97,6220.0,15.0
41581,2016-035A,GEO - Equatorial,-95.0,35580,35860,0.0035985091890502505,0.01,1435.1,6450.0,20.0
41748,2016-053B,GEO - Equatorial,60.0,35549,36152,0.007723738648153604,0.04,1439.36,6600.0,15.0
40874,2015-039A,GEO - Equatorial,-55.49,35777,35811,0.0004361322763539342,0.1,1436.1,3300.0,15.0
42818,2017-041A,GEO - Equatorial,-34.5,35778,35794,0.00020528084986271843,0,1436.09,6761.0,15.0
41747,2016-053A,GEO - Equatorial,68.5,35785,35801,0.00020524398378572527,0.1,1436.1,3250.0,15.0
42950,2017-059A,GEO - Equatorial,-18.0,35775,35795,0.00025660764690787786,0.02,1436.1,6438.0,15.0
44476,2019-049B,GEO - Equatorial,62.0,35784,35788,5.132021246567961e-05,0,1436.08,6600.0,15.0
24916,1997-046A,GEO - Equatorial,-156.9,35774,35798,0.00030792127479407764,0.03,1436.09,2730.0,15.0
26451,2000-043A,GEO - Equatorial,-29.5,35782,35792,0.0001282972390434158,0.01,1436.14,3659.0,15.0
26824,2001-024A,GEO - Equatorial,-27.5,35775,35798,0.00029508743569018383,0.01,1436.12,4723.0,13.0
26900,2001-039A,GEO - Equatorial,62.05,35775,35797,0.00028226116856123784,0.02,1436.1,4723.0,13.0
27380,2002-007A,GEO - Equatorial,60.05,35782,35789,8.9811524101564e-05,0.01,1436.07,4680.0,13.0
27438,2002-027A,GEO - Equatorial,-24.52,35768,35805,0.0004747058748059479,0.01,1436.12,4723.0,13.0
27513,2002-041A,GEO - Equatorial,64.19,35775,35796,0.000269434572304692,0.01,1436.07,4723.0,13.0
37392,2011-016A,GEO - Equatorial,32.8,35800,35892,0.0011785503830288745,0.05,1439.15,3000.0,15.0
25544,1998-067A,LEO - Non-Polar Inclined,0.0,401,422,0.0029195050743778673,51.6,92.8,,30.0
33401,2008-051A,HEO - Deep Highly Eccentric,0.0,62200,268679,0.6122449584728198,15.2,11520.0,462.0,
46274,2020-061C,LEO - Sun-Synchronous,0.0,521,535,0.0018852679773767843,97.5,95.0,150.0,
41920,2017-003D,LEO - Polar,0.0,609,621,0.0015789473684210526,86.6,97.0,860.0,15.0
41918,2017-003B,LEO - Polar,0.0,610,623,0.001709851374457451,86.6,97.0,860.0,15.0
41922,2017-003F,LEO - Polar,0.0,608,622,0.0018421052631578947,86.6,96.9,860.0,15.0
41921,2017-003E,LEO - Polar,0.0,608,622,0.0018421052631578947,86.6,97.0,860.0,15.0
41917,2017-003A,LEO - Polar,0.0,701,704,0.0003858520900321543,86.5,98.8,860.0,15.0
42960,2017-061F,LEO - Polar,0.0,610,626,0.002103602419142782,86.6,97.0,860.0,15.0
41924,2017-003H,LEO - Polar,0.0,608,622,0.0018421052631578947,86.6,96.9,860.0,15.0
41919,2017-003C,LEO - Polar,0.0,610,622,0.0015785319652722968,86.6,97.0,860.0,15.0
43481,2018-047F,LEO - Polar,0.0,488,718,0.030359028511087644,86.7,96.7,860.0,15.0
